"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0004677";"DNA-dependent protein kinase activity";0.0008127773;0.06989884;33;472.1108;0.3837209;6.692489e-79;2.8255688558e-75;4;0.008947116;1;111.7679;0.02380952;0.25;0.008917852;1
"GO:0004222";"metalloendopeptidase activity";0.0126494;1.087848;35;32.1736;0.4069767;3.005117e-43;6.343801987e-40;115;0.2572296;2;7.775155;0.04761905;0.0173913;0.02730075;1
"GO:0008237";"metallopeptidase activity";0.01880507;1.617236;35;21.64186;0.4069767;2.346976e-37;3.30297755733333e-34;187;0.4182777;2;4.781513;0.04761905;0.01069519;0.06552892;1
"GO:0004175";"endopeptidase activity";0.02994154;2.574972;36;13.98073;0.4186047;6.837868e-32;7.217369674e-29;415;0.9282633;3;3.231842;0.07142857;0.007228916;0.06532899;1
"GO:0070011";"peptidase activity, acting on L-amino acid peptides";0.04761806;4.095153;37;9.035071;0.4302326;3.385391e-26;2.8586241604e-23;624;1.39575;4;2.865842;0.0952381;0.006410256;0.04999576;1
"GO:0008233";"peptidase activity";0.04977645;4.280775;37;8.643295;0.4302326;1.567038e-25;1.102672406e-22;646;1.444959;4;2.768244;0.0952381;0.00619195;0.05547892;1
"GO:0004674";"protein serine/threonine kinase activity";0.04525708;3.892109;33;8.478693;0.3837209;2.627483e-22;1.58474760371429e-19;449;1.004314;1;0.9957047;0.02380952;0.002227171;0.6385536;1
"GO:0017056";"structural constituent of nuclear pore";0.001953626;0.1680118;12;71.42353;0.1395349;4.135485e-19;2.18250220875e-16;22;0.04920914;1;20.32143;0.02380952;0.04545455;0.04809673;1
"GO:0016787";"hydrolase activity";0.1938115;16.66779;54;3.239781;0.627907;1.549434e-18;7.26856705333333e-16;2532;5.663525;8;1.412548;0.1904762;0.003159558;0.1978403;1
"GO:0016773";"phosphotransferase activity, alcohol group as acceptor";0.08218039;7.067514;37;5.235221;0.4302326;3.435138e-18;1.4503152636e-15;780;1.744688;3;1.719505;0.07142857;0.003846154;0.2530257;1
"GO:0004672";"protein kinase activity";0.07033905;6.049158;34;5.620617;0.3953488;1.646336e-17;6.31893690181818e-15;648;1.449433;2;1.37985;0.04761905;0.00308642;0.4279498;1
"GO:0016301";"kinase activity";0.08766933;7.539562;37;4.907447;0.4302326;2.827154e-17;9.20321303076923e-15;849;1.899025;3;1.579758;0.07142857;0.003533569;0.2952824;1
"GO:0005487";"nucleocytoplasmic transporter activity";0.00279192;0.2401051;12;49.97812;0.1395349;2.83377e-17;9.20321303076923e-15;30;0.06710337;1;14.90238;0.02380952;0.03333333;0.06502036;1
"GO:0016772";"transferase activity, transferring phosphorus-containing groups";0.09724535;8.3631;37;4.424197;0.4302326;7.942725e-16;2.395298925e-13;1003;2.243489;3;1.337203;0.07142857;0.002991027;0.3907295;1
"GO:0005477";"pyruvate secondary active transmembrane transporter activity";0.0006004114;0.05163538;8;154.9325;0.09302326;8.595724e-16;2.41940978186667e-13;1;0.002236779;1;447.0714;0.02380952;1;0.002236779;1
"GO:0050833";"pyruvate transmembrane transporter activity";0.0008491618;0.07302792;8;109.5471;0.09302326;1.35246e-14;3.568803825e-12;5;0.0111839;1;89.41429;0.02380952;0.2;0.01113516;1
"GO:0015129";"lactate transmembrane transporter activity";0.0008966551;0.07711234;8;103.7447;0.09302326;2.083407e-14;5.17420256117647e-12;5;0.0111839;1;89.41429;0.02380952;0.2;0.01113516;1
"GO:0019003";"GDP binding";0.006115999;0.5259759;12;22.81473;0.1395349;2.756149e-13;6.46470059888889e-11;59;0.13197;1;7.577482;0.02380952;0.01694915;0.1239416;1
"GO:0008420";"CTD phosphatase activity";0.0003119521;0.02682788;5;186.3733;0.05813953;1.007403e-10;2.23855550842105e-08;6;0.01342067;1;74.5119;0.02380952;0.1666667;0.01334762;1
"GO:1901618";"organic hydroxy compound transmembrane transporter activity";0.003527284;0.3033464;8;26.37249;0.09302326;9.955879e-10;2.1016860569e-07;42;0.09394472;1;10.64456;0.02380952;0.02380952;0.0898564;1
"GO:0008028";"monocarboxylic acid transmembrane transporter activity";0.004201441;0.361324;8;22.1408;0.09302326;3.849838e-09;7.74000763619048e-07;48;0.1073654;1;9.313988;0.02380952;0.02083333;0.1020317;1
"GO:0003924";"GTPase activity";0.02078432;1.787451;12;6.71347;0.1395349;2.385086e-07;4.57719686e-05;284;0.6352452;1;1.574195;0.02380952;0.003521127;0.4731311;1
"GO:0046943";"carboxylic acid transmembrane transporter activity";0.01190438;1.023777;9;8.790977;0.1046512;9.668027e-07;0.0001774713478;142;0.3176226;2;6.296781;0.04761905;0.01408451;0.04015256;1
"GO:0005342";"organic acid transmembrane transporter activity";0.01236236;1.063163;9;8.465307;0.1046512;1.315463e-06;0.00022445959016;151;0.3377536;2;5.921476;0.04761905;0.01324503;0.04485734;1
"GO:0016309";"1-phosphatidylinositol-5-phosphate 4-kinase activity";0.0002362106;0.02031411;3;147.6806;0.03488372;1.329107e-06;0.00022445959016;3;0.006710337;1;149.0238;0.02380952;0.3333333;0.006695695;1
"GO:0016740";"transferase activity";0.2132733;18.34151;37;2.017282;0.4302326;5.117819e-06;0.000831055069923077;2404;5.377217;3;0.5579094;0.07142857;0.00124792;0.9186697;1
