"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0005958";"DNA-dependent protein kinase-DNA ligase 4 complex";0.0006915508;0.05947337;33;554.8702;0.3837209;3.261609e-81;5.636060352e-78;4;0.008947116;1;111.7679;0.02380952;0.25;0.008917852;0.811055171368421
"GO:0070419";"nonhomologous end joining complex";0.0008799406;0.07567489;33;436.076;0.3837209;9.161893e-78;7.915875552e-75;9;0.02013101;1;49.6746;0.02380952;0.1111111;0.01995605;1
"GO:1990391";"DNA repair complex";0.003322018;0.2856936;33;115.5084;0.3837209;8.843561e-59;5.093891136e-56;39;0.08723438;1;11.46337;0.02380952;0.02564103;0.08370845;1
"GO:0030659";"cytoplasmic vesicle membrane";0.06624826;5.69735;52;9.12705;0.6046512;5.207315e-39;2.24956008e-36;728;1.628375;6;3.684655;0.1428571;0.008241758;0.005306164;0.701467104
"GO:0012506";"vesicle membrane";0.0673826;5.794903;52;8.973402;0.6046512;1.209075e-38;4.1785632e-36;746;1.668637;6;3.595749;0.1428571;0.008042895;0.005966557;0.701467104
"GO:0044433";"cytoplasmic vesicle part";0.1173276;10.09017;53;5.252637;0.6162791;5.506957e-28;1.586003616e-25;1430;3.198594;7;2.188462;0.1666667;0.004895105;0.03772802;1
"GO:0031080";"nuclear pore outer ring";0.0004489883;0.03861299;12;310.7762;0.1395349;9.952063e-27;2.45673783771429e-24;10;0.02236779;1;44.70714;0.02380952;0.1;0.02214924;1
"GO:0031410";"cytoplasmic vesicle";0.1805531;15.52756;55;3.542088;0.6395349;7.146572e-21;1.463382336e-18;2194;4.907493;9;1.83393;0.2142857;0.004102097;0.05035965;1
"GO:0097708";"intracellular vesicle";0.1807937;15.54826;55;3.537374;0.6395349;7.621783e-21;1.463382336e-18;2197;4.914204;9;1.831426;0.2142857;0.004096495;0.05072903;1
"GO:0005576";"extracellular region";0.3437085;29.55893;71;2.401981;0.8255814;5.173337e-20;8.939526336e-18;4547;10.17063;16;1.573157;0.3809524;0.003518804;0.03154317;1
"GO:0035577";"azurophil granule membrane";0.004154016;0.3572454;14;39.18875;0.1627907;1.563356e-18;2.45589015272727e-16;57;0.1274964;2;15.68672;0.04761905;0.03508772;0.00721131;0.701467104
"GO:0005615";"extracellular space";0.1101714;9.474737;42;4.432841;0.4883721;2.551648e-18;3.67437312e-16;1376;3.077808;6;1.949439;0.1428571;0.004360465;0.08390423;1
"GO:0043657";"host cell";0.004161874;0.3579211;12;33.52694;0.1395349;3.106585e-15;4.12936836923077e-13;68;0.152101;1;6.57458;0.02380952;0.01470588;0.1414788;1
"GO:0044421";"extracellular region part";0.2899483;24.93555;60;2.406203;0.6976744;6.506075e-15;7.935123456e-13;3818;8.540022;13;1.522244;0.3095238;0.003404924;0.06917564;1
"GO:0044216";"other organism cell";0.004454848;0.383117;12;31.32203;0.1395349;6.888128e-15;7.935123456e-13;74;0.1655216;1;6.041506;0.02380952;0.01351351;0.1529795;1
"GO:0005811";"lipid particle";0.004525803;0.389219;12;30.83097;0.1395349;8.285979e-15;8.94885732e-13;72;0.1610481;1;6.209325;0.02380952;0.01388889;0.1491627;1
"GO:0031090";"organelle membrane";0.2226532;19.14817;52;2.715664;0.6046512;2.833104e-14;2.87976688941176e-12;2879;6.439687;7;1.087009;0.1666667;0.0024314;0.4696955;1
"GO:0005643";"nuclear pore";0.005254383;0.4518769;12;26.5559;0.1395349;4.727036e-14;4.53795456e-12;75;0.1677584;1;5.960952;0.02380952;0.01333333;0.1548816;1
"GO:0005886";"plasma membrane";0.4485177;38.57252;72;1.866614;0.8372093;1.093746e-13;9.94733204210526e-12;5094;11.39415;18;1.579758;0.4285714;0.003533569;0.02005528;1
"GO:0042582";"azurophil granule";0.009811572;0.8437952;14;16.5917;0.1627907;1.794755e-13;1.55066832e-11;154;0.344464;2;5.806122;0.04761905;0.01298701;0.04646924;1
"GO:0071944";"cell periphery";0.4560998;39.22459;72;1.835583;0.8372093;3.029294e-13;2.49267620571429e-11;5196;11.6223;18;1.548746;0.4285714;0.003464203;0.02444086;1
"GO:0031982";"vesicle";0.3205407;27.5665;60;2.176555;0.6976744;8.786553e-13;6.90143799272727e-11;4219;9.436971;13;1.377561;0.3095238;0.003081299;0.1298329;1
"GO:0043234";"protein complex";0.2455514;21.11742;51;2.415067;0.5930233;7.935569e-12;5.96202749217391e-10;3181;7.115194;8;1.124354;0.1904762;0.002514932;0.4196821;1
"GO:0000777";"condensed chromosome kinetochore";0.009097908;0.7824201;12;15.33703;0.1395349;2.637489e-11;1.89899208e-09;103;0.2303882;1;4.340499;0.02380952;0.009708738;0.2064794;1
"GO:0000779";"condensed chromosome, centromeric region";0.009690493;0.8333824;12;14.39915;0.1395349;5.399836e-11;3.7323666432e-09;116;0.2594664;1;3.854064;0.02380952;0.00862069;0.2293775;1
"GO:0000776";"kinetochore";0.01111245;0.9556707;12;12.55663;0.1395349;2.532473e-10;1.68312051692308e-08;134;0.2997284;1;3.336354;0.02380952;0.007462687;0.2600207;1
"GO:0005765";"lysosomal membrane";0.02286849;1.96669;15;7.627027;0.1744186;1.149683e-09;7.3579712e-08;346;0.7739255;4;5.168456;0.0952381;0.01156069;0.007306949;0.701467104
"GO:0034399";"nuclear periphery";0.01335403;1.148447;12;10.44889;0.1395349;1.96913e-09;1.21523451428571e-07;129;0.2885445;1;3.46567;0.02380952;0.007751938;0.2516301;1
"GO:0030667";"secretory granule membrane";0.0223663;1.923502;14;7.278392;0.1627907;7.833133e-09;4.66746683586207e-07;297;0.6643234;2;3.010582;0.04761905;0.006734007;0.1424386;1
"GO:0005774";"vacuolar membrane";0.02686356;2.310267;15;6.492757;0.1744186;9.81955e-09;5.6560608e-07;396;0.8857645;4;4.515873;0.0952381;0.01010101;0.01159749;0.955303405714286
"GO:0000775";"chromosome, centromeric region";0.01644175;1.413991;12;8.486619;0.1395349;1.932113e-08;1.07699718193548e-06;192;0.4294616;1;2.328497;0.02380952;0.005208333;0.3508859;1
