"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0007612";"learning";0.01962512;4.592277;19;4.137381;0.08119658;2.632147e-07;0.0034636422373;135;2.221601;16;7.202014;0.05177994;0.1185185;7.771065e-10;2.0451888867e-06
"GO:0070634";"transepithelial ammonium transport";0.0004505954;0.1054393;4;37.93651;0.01709402;4.620149e-06;0.0303982703455;3;0.04936891;2;40.51133;0.006472492;0.6666667;0.0008010155;0.0753931186042553
"GO:0050890";"cognition";0.0356381;8.339315;23;2.75802;0.0982906;1.346863e-05;0.0590779007233333;268;4.410289;20;4.53485;0.06472492;0.07462687;2.110818e-08;2.8249899108e-05
"GO:0007611";"learning or memory";0.03203729;7.496726;21;2.801223;0.08974359;2.592741e-05;0.05955820970625;232;3.817862;18;4.71468;0.05825243;0.07758621;6.029102e-08;4.958559576125e-05
"GO:0006287";"base-excision repair, gap-filling";0.0002378271;0.05565155;3;53.90685;0.01282051;2.721581e-05;0.05955820970625;5;0.08228151;1;12.1534;0.003236246;0.2;0.07962582;1
"GO:2000474";"regulation of opioid receptor signaling pathway";3.533542e-05;0.008268488;2;241.8822;0.008547009;3.385241e-05;0.05955820970625;2;0.03291261;2;60.76699;0.006472492;1;0.0002699479;0.0349738095862745
"GO:0042391";"regulation of membrane potential";0.05152025;12.05574;28;2.322545;0.1196581;3.405419e-05;0.05955820970625;394;6.483783;24;3.701543;0.0776699;0.06091371;4.139573e-08;3.70301278133333e-05
"GO:0007613";"memory";0.01414845;3.310738;13;3.926617;0.05555556;3.620835e-05;0.05955820970625;105;1.727912;10;5.787332;0.03236246;0.0952381;9.141105e-06;0.00316546843934211
"GO:0006264";"mitochondrial DNA replication";0.0003664734;0.08575478;3;34.98347;0.01282051;9.739048e-05;0.142395702924444;7;0.1151941;1;8.680999;0.003236246;0.1428571;0.1096772;1
"GO:0050877";"neurological system process";0.1052542;24.62948;44;1.786477;0.1880342;0.0001083064;0.14252039176;1188;19.55009;41;2.097177;0.1326861;0.03451178;5.58717e-06;0.00210061628657143
