"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0031752";"D5 dopamine receptor binding";0.0002009184;0.0470149;2;42.53971;0.008547009;0.001066867;1;3;0.04936891;2;40.51133;0.006472492;0.6666667;0.0008010155;0.241563388642857
"GO:0008890";"glycine C-acetyltransferase activity";5.268451e-06;0.001232818;1;811.1501;0.004273504;0.001232061;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0031751";"D4 dopamine receptor binding";6.508887e-06;0.00152308;1;656.5645;0.004273504;0.001521925;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0008519";"ammonium transmembrane transporter activity";0.002129794;0.4983717;4;8.026138;0.01709402;0.001697854;1;28;0.4607765;2;4.340499;0.006472492;0.07142857;0.07711269;1
"GO:0001626";"nociceptin receptor activity";8.903638e-06;0.002083451;1;479.9728;0.004273504;0.002081292;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0000386";"second spliceosomal transesterification activity";0.0003048553;0.07133614;2;28.03628;0.008547009;0.002417186;1;4;0.06582521;2;30.3835;0.006472492;0.5;0.001584591;0.368813698842105
"GO:0004965";"G-protein coupled GABA receptor activity";0.0003242339;0.07587073;2;26.36063;0.008547009;0.002726123;1;3;0.04936891;2;40.51133;0.006472492;0.6666667;0.0008010155;0.241563388642857
"GO:0008083";"growth factor activity";0.02001421;4.683325;12;2.562282;0.05128205;0.002956823;1;162;2.665921;9;3.375944;0.02912621;0.05555556;0.001480056;0.368813698842105
"GO:0050659";"N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity";0.000389334;0.09110415;2;21.9529;0.008547009;0.003891612;1;2;0.03291261;1;30.3835;0.003236246;0.5;0.03264266;1
"GO:0031750";"D3 dopamine receptor binding";2.204055e-05;0.00515749;1;193.8928;0.004273504;0.005144269;1;2;0.03291261;1;30.3835;0.003236246;0.5;0.03264266;1
"GO:0034185";"apolipoprotein binding";0.001479453;0.3461921;3;8.66571;0.01282051;0.00529421;1;16;0.2633008;3;11.39381;0.009708738;0.1875;0.002108222;0.4450456642
"GO:0003947";"(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity";2.321938e-05;0.005433334;1;184.049;0.004273504;0.005418663;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0004994";"somatostatin receptor activity";0.0004654469;0.1089146;2;18.36302;0.008547009;0.005497352;1;5;0.08228151;2;24.3068;0.006472492;0.4;0.002612272;0.479522277565217
"GO:0031877";"somatostatin receptor binding";2.685559e-05;0.006284207;1;159.1291;0.004273504;0.006264587;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0016917";"GABA receptor activity";0.003085688;0.7220509;4;5.539775;0.01709402;0.006295404;1;22;0.3620387;4;11.04854;0.01294498;0.1818182;0.0004162899;0.17931323752
"GO:0003830";"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity";3.212029e-05;0.007516148;1;133.0469;0.004273504;0.007488092;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0016964";"alpha-2 macroglobulin receptor activity";3.246138e-05;0.007595962;1;131.6489;0.004273504;0.007567308;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0008188";"neuropeptide receptor activity";0.007325239;1.714106;6;3.500367;0.02564103;0.008042245;1;46;0.7569899;6;7.926129;0.01941748;0.1304348;0.0001018381;0.17931323752
"GO:0003887";"DNA-directed DNA polymerase activity";0.001790919;0.4190751;3;7.158621;0.01282051;0.008906716;1;28;0.4607765;1;2.17025;0.003236246;0.03571429;0.3718317;1
"GO:0048487";"beta-tubulin binding";0.00342501;0.8014523;4;4.99094;0.01709402;0.00899084;1;35;0.5759706;2;3.472399;0.006472492;0.05714286;0.1127644;1
"GO:0005046";"KDEL sequence binding";4.246214e-05;0.009936141;1;100.6427;0.004273504;0.00988715;1;2;0.03291261;1;30.3835;0.003236246;0.5;0.03264266;1
"GO:0061609";"fructose-1-phosphate aldolase activity";4.263098e-05;0.00997565;1;100.2441;0.004273504;0.009926269;1;1;0.0164563;1;60.76699;0.003236246;1;0.0164563;0.964979147222222
"GO:0004873";"asialoglycoprotein receptor activity";4.316916e-05;0.01010158;1;98.99437;0.004273504;0.01005095;1;2;0.03291261;2;60.76699;0.006472492;1;0.0002699479;0.17931323752
"GO:0050780";"dopamine receptor binding";0.000651124;0.152363;2;13.12655;0.008547009;0.01045681;1;14;0.2303882;2;8.680999;0.006472492;0.1428571;0.02155879;1
"GO:0001517";"N-acetylglucosamine 6-O-sulfotransferase activity";0.0006633551;0.1552251;2;12.88452;0.008547009;0.01083309;1;7;0.1151941;2;17.362;0.006472492;0.2857143;0.005367378;0.781416204
"GO:0030506";"ankyrin binding";0.001936045;0.4530345;3;6.622012;0.01282051;0.01097854;1;19;0.3126698;1;3.198263;0.003236246;0.05263158;0.2705201;1
"GO:0005102";"receptor binding";0.1444727;33.8066;47;1.390261;0.2008547;0.0114516;1;1481;24.37178;45;1.846397;0.1456311;0.03038488;4.621396e-05;0.17931323752
"GO:0099580";"ion antiporter activity involved in regulation of postsynaptic membrane potential";0.0007510734;0.1757512;2;11.37973;0.008547009;0.01370287;1;2;0.03291261;1;30.3835;0.003236246;0.5;0.03264266;1
