"ID";"name";"Binom_Genome_Fraction";"Binom_Expected";"Binom_Observed_Region_Hits";"Binom_Fold_Enrichment";"Binom_Region_Set_Coverage";"Binom_Raw_PValue";"Binom_Adjp_BH";"Hyper_Total_Genes";"Hyper_Expected";"Hyper_Observed_Gene_Hits";"Hyper_Fold_Enrichment";"Hyper_Gene_Set_Coverage";"Hyper_Term_Gene_Coverage";"Hyper_Raw_PValue";"Hyper_Adjp_BH"
"GO:0006303";"double-strand break repair via nonhomologous end joining";0.004319127;2.094777;35;16.70822;0.07216495;7.209998e-31;9.4876363682e-27;65;2.308942;3;1.299297;0.004497751;0.04615385;0.4079261;1
"GO:0000726";"non-recombinational repair";0.00474628;2.301946;35;15.20453;0.07216495;1.622011e-29;1.06720213745e-25;71;2.522075;3;1.189497;0.004497751;0.04225352;0.4644839;1
"GO:0032474";"otolith morphogenesis";0.0008948479;0.4340012;21;48.38696;0.04329897;2.070551e-28;9.08212686966667e-25;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;0.738219182105837
"GO:0048840";"otolith development";0.001424503;0.6908838;21;30.39585;0.04329897;2.847069e-24;9.36614524275e-21;5;0.1776109;1;5.630285;0.00149925;0.2;0.1654493;0.920180616525782
"GO:0006302";"double-strand break repair";0.01172638;5.687293;39;6.857393;0.08041237;1.684665e-20;4.433701347e-17;174;6.18086;7;1.132529;0.01049475;0.04022989;0.4233428;1
"GO:0036498";"IRE1-mediated unfolded protein response";0.002877851;1.395758;22;15.76205;0.04536082;2.35231e-19;5.15900788166667e-16;58;2.060287;3;1.456108;0.004497751;0.05172414;0.3399157;1
"GO:0070564";"positive regulation of vitamin D receptor signaling pathway";3.29485e-05;0.01598002;7;438.047;0.01443299;4.985831e-17;9.37265001842857e-14;2;0.07104436;1;14.07571;0.00149925;0.5;0.06978436;0.617131984704301
"GO:0006281";"DNA repair";0.03332691;16.16355;56;3.464586;0.1154639;1.606088e-15;2.641813999e-12;497;17.65452;21;1.189497;0.03148426;0.04225352;0.2365045;1
"GO:0042369";"vitamin D catabolic process";9.00004e-05;0.0436502;7;160.3658;0.01443299;5.523827e-14;8.07644883255556e-11;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;0.738219182105837
"GO:0010980";"positive regulation of vitamin D 24-hydroxylase activity";9.224095e-05;0.04473686;7;156.4705;0.01443299;6.555238e-14;8.6260376842e-11;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;0.738219182105837
"GO:0044108";"cellular alcohol biosynthetic process";0.0002054515;0.099644;8;80.28582;0.01649485;2.084831e-13;2.49402646627273e-10;5;0.1776109;2;11.26057;0.002998501;0.4;0.01173089;0.247803191011236
"GO:0036378";"calcitriol biosynthetic process from calciol";0.0001431356;0.06942077;7;100.8344;0.01443299;1.390329e-12;1.52461160925e-09;3;0.1065665;1;9.383808;0.00149925;0.3333333;0.1028312;0.738219182105837
"GO:0030968";"endoplasmic reticulum unfolded protein response";0.006560078;3.181638;22;6.914678;0.04536082;3.432807e-12;3.47479287023077e-09;114;4.049529;3;0.740827;0.004497751;0.02631579;0.775227;1
"GO:0034620";"cellular response to unfolded protein";0.007365852;3.572438;23;6.43818;0.04742268;4.556392e-12;4.28268302342857e-09;121;4.298184;4;0.9306256;0.005997001;0.03305785;0.6274951;1
